GAME_DATE,TEAM,RATING
2010-11-04,Denver Nuggets,24.164366756493415
2010-11-04,Utah Jazz,26.18674512449813
2010-11-04,San Antonio Spurs,29.345004281048038
2010-11-04,Indiana Pacers,20.29574043523852
2010-11-04,Dallas Mavericks,28.279606242025615
2010-11-04,Charlotte Hornets,20.390492769113333
2010-11-04,Oklahoma City Thunder,23.800252290001485
2010-11-04,Chicago Bulls,25.735546711212493
2010-11-04,New Orleans Pelicans,35.12611654791012
2010-11-04,Milwaukee Bucks,18.412080004425842
2010-11-04,Sacramento Kings,29.405717942028506
2010-11-04,Minnesota Timberwolves,19.306073032355833
2010-11-04,Atlanta Hawks,33.448050434250604
2010-11-04,Memphis Grizzlies,25.373449027410224
2010-11-04,New York Knicks,26.995018003944136
2010-11-04,Toronto Raptors,22.000038062079664
2010-11-04,Philadelphia 76ers,19.01530548999902
2010-11-04,Brooklyn Nets,22.939537959107213
2010-11-04,Detroit Pistons,15.373331868571634
2010-11-04,Cleveland Cavaliers,21.577466224580466
2010-11-04,LA Clippers,20.363720035812975
2010-11-04,Orlando Magic,26.55933693974924
2010-11-04,Washington Wizards,21.8066072944169
2010-11-05,Boston Celtics,31.525062774808777
2010-11-05,Miami Heat,31.112392683002206
2010-11-05,Portland Trail Blazers,25.35484457537477
2010-11-05,Phoenix Suns,24.227876435608948
2010-11-05,Los Angeles Lakers,37.57269982009007
2010-11-05,Houston Rockets,16.393558474745706
2010-11-05,Golden State Warriors,31.804492115719043
2010-11-05,Denver Nuggets,25.724489472958282
2010-11-05,Utah Jazz,24.85883529591015
2010-11-05,San Antonio Spurs,29.345004281048038
2010-11-05,Indiana Pacers,17.86519351498027
2010-11-05,Dallas Mavericks,28.279606242025615
2010-11-05,Charlotte Hornets,17.586556030241976
2010-11-05,Oklahoma City Thunder,23.800252290001485
2010-11-05,Chicago Bulls,24.48552778445575
2010-11-05,New Orleans Pelicans,37.22179616593264
2010-11-05,Milwaukee Bucks,20.8659270835461
2010-11-05,Sacramento Kings,29.405717942028506
2010-11-05,Minnesota Timberwolves,18.96547709024511
2010-11-05,Atlanta Hawks,33.895607357028666
2010-11-05,Memphis Grizzlies,22.752148582444462
2010-11-05,New York Knicks,28.18548557652458
2010-11-05,Toronto Raptors,21.757657888374244
2010-11-05,Philadelphia 76ers,17.538036398701824
2010-11-05,Brooklyn Nets,21.627847109570872
2010-11-05,Detroit Pistons,19.064969046060963
2010-11-05,Cleveland Cavaliers,23.301737596938978
2010-11-05,LA Clippers,19.00754326622343
2010-11-05,Orlando Magic,28.34702889522988
2010-11-05,Washington Wizards,20.08380617315074
2010-11-06,Boston Celtics,31.525062774808777
2010-11-06,Miami Heat,31.660633171720992
2010-11-06,Portland Trail Blazers,26.49267495238782
2010-11-06,Phoenix Suns,24.227876435608948
2010-11-06,Los Angeles Lakers,37.57269982009007
2010-11-06,Houston Rockets,15.769583009799295
2010-11-06,Golden State Warriors,31.804492115719043
2010-11-06,Denver Nuggets,28.08788420444315
2010-11-06,Utah Jazz,25.809202415808937
2010-11-06,San Antonio Spurs,29.87266444787516
2010-11-06,Indiana Pacers,17.86519351498027
2010-11-06,Dallas Mavericks,25.623651216820527
2010-11-06,Charlotte Hornets,17.15365055801937
2010-11-06,Oklahoma City Thunder,23.800252290001485
2010-11-06,Chicago Bulls,24.48552778445575
2010-11-06,New Orleans Pelicans,37.430592746319185
2010-11-06,Milwaukee Bucks,20.70419570062848
2010-11-06,Sacramento Kings,26.023509513954927
2010-11-06,Minnesota Timberwolves,18.96547709024511
2010-11-06,Atlanta Hawks,33.895607357028666
2010-11-06,Memphis Grizzlies,25.442337055437278
2010-11-06,New York Knicks,28.18548557652458
2010-11-06,Toronto Raptors,20.37788856251936
2010-11-06,Philadelphia 76ers,17.538036398701824
2010-11-06,Brooklyn Nets,21.091586025681615
2010-11-06,Detroit Pistons,19.064969046060963
2010-11-06,Cleveland Cavaliers,24.620885008270562
2010-11-06,LA Clippers,18.070770276572325
2010-11-06,Orlando Magic,28.91770408764872
2010-11-06,Washington Wizards,18.303492499002413
2010-11-07,Boston Celtics,32.321627791318896
2010-11-07,Miami Heat,31.660633171720992
2010-11-07,Portland Trail Blazers,26.150706008813895
2010-11-07,Phoenix Suns,27.805435193554626
2010-11-07,Los Angeles Lakers,38.049301376588446
2010-11-07,Houston Rockets,19.094313100613892
2010-11-07,Golden State Warriors,27.211875368057896
2010-11-07,Denver Nuggets,28.08788420444315
2010-11-07,Utah Jazz,25.809202415808937
2010-11-07,San Antonio Spurs,29.87266444787516
2010-11-07,Indiana Pacers,17.86519351498027
2010-11-07,Dallas Mavericks,25.623651216820527
2010-11-07,Charlotte Hornets,17.15365055801937
2010-11-07,Oklahoma City Thunder,23.13853664655522
2010-11-07,Chicago Bulls,24.48552778445575
2010-11-07,New Orleans Pelicans,37.430592746319185
2010-11-07,Milwaukee Bucks,20.70419570062848
2010-11-07,Sacramento Kings,26.023509513954927
2010-11-07,Minnesota Timberwolves,16.55182664875438
2010-11-07,Atlanta Hawks,29.064826287670062
2010-11-07,Memphis Grizzlies,25.442337055437278
2010-11-07,New York Knicks,24.073085243575377
2010-11-07,Toronto Raptors,20.37788856251936
2010-11-07,Philadelphia 76ers,21.175488162061658
2010-11-07,Brooklyn Nets,21.091586025681615
2010-11-07,Detroit Pistons,23.754372081483982
2010-11-07,Cleveland Cavaliers,24.620885008270562
2010-11-07,LA Clippers,18.070770276572325
2010-11-07,Orlando Magic,28.91770408764872
2010-11-07,Washington Wizards,18.303492499002413
2010-11-08,Boston Celtics,29.35648169382204
2010-11-08,Miami Heat,31.660633171720992
2010-11-08,Portland Trail Blazers,26.150706008813895
2010-11-08,Phoenix Suns,25.760272296799965
2010-11-08,Los Angeles Lakers,38.049301376588446
2010-11-08,Houston Rockets,19.094313100613892
2010-11-08,Golden State Warriors,27.923145800329845
2010-11-08,Denver Nuggets,25.831075951069653
2010-11-08,Utah Jazz,25.809202415808937
2010-11-08,San Antonio Spurs,30.31787623840924
2010-11-08,Indiana Pacers,17.86519351498027
2010-11-08,Dallas Mavericks,28.666918216887066
2010-11-08,Charlotte Hornets,16.86548184836507
2010-11-08,Oklahoma City Thunder,23.13853664655522
2010-11-08,Chicago Bulls,26.910891751586792
2010-11-08,New Orleans Pelicans,37.430592746319185
2010-11-08,Milwaukee Bucks,20.70419570062848
2010-11-08,Sacramento Kings,26.023509513954927
2010-11-08,Minnesota Timberwolves,16.55182664875438
2010-11-08,Atlanta Hawks,27.172269833149542
2010-11-08,Memphis Grizzlies,27.15991196456381
2010-11-08,New York Knicks,24.073085243575377
2010-11-08,Toronto Raptors,19.595831921007438
2010-11-08,Philadelphia 76ers,21.175488162061658
2010-11-08,Brooklyn Nets,21.091586025681615
2010-11-08,Detroit Pistons,23.754372081483982
2010-11-08,Cleveland Cavaliers,24.620885008270562
2010-11-08,LA Clippers,18.070770276572325
2010-11-08,Orlando Magic,30.904617657328906
2010-11-08,Washington Wizards,18.303492499002413
2010-11-09,Boston Celtics,29.35648169382204
2010-11-09,Miami Heat,28.974390090386976
2010-11-09,Portland Trail Blazers,27.25960686002837
2010-11-09,Phoenix Suns,25.760272296799965
2010-11-09,Los Angeles Lakers,38.08759439368661
2010-11-09,Houston Rockets,19.094313100613892
2010-11-09,Golden State Warriors,27.923145800329845
2010-11-09,Denver Nuggets,23.22123337222002
2010-11-09,Utah Jazz,28.461023360847584
2010-11-09,San Antonio Spurs,30.31787623840924
2010-11-09,Indiana Pacers,21.307874868504584
2010-11-09,Dallas Mavericks,28.666918216887066
2010-11-09,Charlotte Hornets,16.86548184836507
2010-11-09,Oklahoma City Thunder,23.13853664655522
2010-11-09,Chicago Bulls,26.910891751586792
2010-11-09,New Orleans Pelicans,37.521125976444935
2010-11-09,Milwaukee Bucks,23.088572141467054
2010-11-09,Sacramento Kings,26.023509513954927
2010-11-09,Minnesota Timberwolves,16.51695219747464
2010-11-09,Atlanta Hawks,27.172269833149542
2010-11-09,Memphis Grizzlies,27.15991196456381
2010-11-09,New York Knicks,22.043036668354375
2010-11-09,Toronto Raptors,19.595831921007438
2010-11-09,Philadelphia 76ers,21.175488162061658
2010-11-09,Brooklyn Nets,19.97677834540741
2010-11-09,Detroit Pistons,22.475905156670212
2010-11-09,Cleveland Cavaliers,25.78530777293865
2010-11-09,LA Clippers,18.0061427033767
2010-11-09,Orlando Magic,30.904617657328906
2010-11-09,Washington Wizards,18.303492499002413
2010-11-10,Boston Celtics,29.35648169382204
2010-11-10,Miami Heat,28.974390090386976
2010-11-10,Portland Trail Blazers,27.25960686002837
2010-11-10,Phoenix Suns,25.760272296799965
2010-11-10,Los Angeles Lakers,38.08759439368661
2010-11-10,Houston Rockets,16.920495573345068
2010-11-10,Golden State Warriors,28.659770455241482
2010-11-10,Denver Nuggets,23.22123337222002
2010-11-10,Utah Jazz,30.157329004007348
2010-11-10,San Antonio Spurs,30.75029569264338
2010-11-10,Indiana Pacers,21.307874868504584
2010-11-10,Dallas Mavericks,29.98039838302551
2010-11-10,Charlotte Hornets,18.851156374118492
2010-11-10,Oklahoma City Thunder,24.41058172916688
2010-11-10,Chicago Bulls,26.910891751586792
2010-11-10,New Orleans Pelicans,37.521125976444935
2010-11-10,Milwaukee Bucks,25.173361605742738
2010-11-10,Sacramento Kings,22.74782759901681
2010-11-10,Minnesota Timberwolves,20.029727460175646
2010-11-10,Atlanta Hawks,24.794922797594165
2010-11-10,Memphis Grizzlies,26.12967000995839
2010-11-10,New York Knicks,21.39121485858251
2010-11-10,Toronto Raptors,17.57528082252204
2010-11-10,Philadelphia 76ers,20.016878763639028
2010-11-10,Brooklyn Nets,22.36749855279298
2010-11-10,Detroit Pistons,22.475905156670212
2010-11-10,Cleveland Cavaliers,23.304883136976258
2010-11-10,LA Clippers,17.705451850827057
2010-11-10,Orlando Magic,28.736855360220243
2010-11-10,Washington Wizards,20.455638761650054
2010-11-11,Boston Celtics,30.790421237093003
2010-11-11,Miami Heat,27.63014661114061
2010-11-11,Portland Trail Blazers,27.25960686002837
2010-11-11,Phoenix Suns,25.760272296799965
2010-11-11,Los Angeles Lakers,32.76056836524923
2010-11-11,Houston Rockets,16.920495573345068
2010-11-11,Golden State Warriors,27.08321810302481
2010-11-11,Denver Nuggets,26.48718438358166
2010-11-11,Utah Jazz,30.157329004007348
2010-11-11,San Antonio Spurs,30.75029569264338
2010-11-11,Indiana Pacers,21.307874868504584
2010-11-11,Dallas Mavericks,29.98039838302551
2010-11-11,Charlotte Hornets,18.851156374118492
2010-11-11,Oklahoma City Thunder,24.41058172916688
2010-11-11,Chicago Bulls,28.713896872873683
2010-11-11,New Orleans Pelicans,37.521125976444935
2010-11-11,Milwaukee Bucks,25.173361605742738
2010-11-11,Sacramento Kings,22.74782759901681
2010-11-11,Minnesota Timberwolves,20.029727460175646
2010-11-11,Atlanta Hawks,24.794922797594165
2010-11-11,Memphis Grizzlies,26.12967000995839
2010-11-11,New York Knicks,21.39121485858251
2010-11-11,Toronto Raptors,17.57528082252204
2010-11-11,Philadelphia 76ers,20.016878763639028
2010-11-11,Brooklyn Nets,22.36749855279298
2010-11-11,Detroit Pistons,22.475905156670212
2010-11-11,Cleveland Cavaliers,23.304883136976258
2010-11-11,LA Clippers,17.705451850827057
2010-11-11,Orlando Magic,28.736855360220243
2010-11-11,Washington Wizards,20.455638761650054
2010-11-12,Boston Celtics,30.790421237093003
2010-11-12,Miami Heat,27.63014661114061
2010-11-12,Portland Trail Blazers,25.55967316845625
2010-11-12,Phoenix Suns,26.75623348591762
2010-11-12,Los Angeles Lakers,32.76056836524923
2010-11-12,Houston Rockets,19.53426779675433
2010-11-12,Golden State Warriors,27.08321810302481
2010-11-12,Denver Nuggets,26.48718438358166
2010-11-12,Utah Jazz,30.790897435836783
2010-11-12,San Antonio Spurs,30.75029569264338
2010-11-12,Indiana Pacers,19.22290158723077
2010-11-12,Dallas Mavericks,30.305518922064334
2010-11-12,Charlotte Hornets,20.357306936885706
2010-11-12,Oklahoma City Thunder,26.222078023936568
2010-11-12,Chicago Bulls,28.713896872873683
2010-11-12,New Orleans Pelicans,37.521125976444935
2010-11-12,Milwaukee Bucks,25.173361605742738
2010-11-12,Sacramento Kings,21.77848715739215
2010-11-12,Minnesota Timberwolves,21.675787967409782
2010-11-12,Atlanta Hawks,24.05328436372326
2010-11-12,Memphis Grizzlies,26.12967000995839
2010-11-12,New York Knicks,19.994982323658743
2010-11-12,Toronto Raptors,20.736109939273238
2010-11-12,Philadelphia 76ers,19.703139432587047
2010-11-12,Brooklyn Nets,22.36749855279298
2010-11-12,Detroit Pistons,23.300772112446495
2010-11-12,Cleveland Cavaliers,23.304883136976258
2010-11-12,LA Clippers,16.806365235417864
2010-11-12,Orlando Magic,25.344916192239225
2010-11-12,Washington Wizards,18.36432318004125
2010-11-13,Boston Celtics,31.547443534200596
2010-11-13,Miami Heat,28.14272612386277
2010-11-13,Portland Trail Blazers,25.360770879995986
2010-11-13,Phoenix Suns,26.75623348591762
2010-11-13,Los Angeles Lakers,32.76056836524923
2010-11-13,Houston Rockets,19.53426779675433
2010-11-13,Golden State Warriors,25.649457652146396
2010-11-13,Denver Nuggets,26.48718438358166
2010-11-13,Utah Jazz,31.029503992638585
2010-11-13,San Antonio Spurs,31.226774231770865
2010-11-13,Indiana Pacers,21.089835424665058
2010-11-13,Dallas Mavericks,30.305518922064334
2010-11-13,Charlotte Hornets,20.103540544694408
2010-11-13,Oklahoma City Thunder,26.222078023936568
2010-11-13,Chicago Bulls,29.014650708031326
2010-11-13,New Orleans Pelicans,37.94284944590609
2010-11-13,Milwaukee Bucks,26.74349598634408
2010-11-13,Sacramento Kings,21.77848715739215
2010-11-13,Minnesota Timberwolves,21.675787967409782
2010-11-13,Atlanta Hawks,24.05328436372326
2010-11-13,Memphis Grizzlies,25.501144063171008
2010-11-13,New York Knicks,19.994982323658743
2010-11-13,Toronto Raptors,20.2685411995641
2010-11-13,Philadelphia 76ers,19.446836249798356
2010-11-13,Brooklyn Nets,21.465232769859615
2010-11-13,Detroit Pistons,23.300772112446495
2010-11-13,Cleveland Cavaliers,21.422305464735317
2010-11-13,LA Clippers,16.806365235417864
2010-11-13,Orlando Magic,26.20636638889805
2010-11-13,Washington Wizards,18.0113371439264
2010-11-14,Boston Celtics,31.547443534200596
2010-11-14,Miami Heat,28.14272612386277
2010-11-14,Portland Trail Blazers,25.360770879995986
2010-11-14,Phoenix Suns,28.823667429753545
2010-11-14,Los Angeles Lakers,30.276603739685644
2010-11-14,Houston Rockets,21.133729030665098
2010-11-14,Golden State Warriors,25.649457652146396
